User_ID	Anime_ID	Feedback
2	294	1
2	295	1
2	296	1
2	297	1
2	298	1
2	299	1
2	300	1
2	301	1
2	302	1
2	303	1
2	304	1
2	305	1
2	306	1
2	307	1
2	308	1
2	309	1
2	310	1
2	311	1
2	312	1
2	313	1
2	314	1
2	315	1
2	316	1
2	317	1
2	318	1
2	319	1
2	320	1
2	321	1
2	322	1
2	323	1
2	324	1
2	325	1
2	326	1
2	327	1
2	328	1
2	329	1
2	330	1
2	331	1
2	332	1
2	333	1
2	334	1
2	335	1
2	336	1
2	337	1
2	338	1
2	339	1
2	340	1
2	341	1
3	342	1
3	19	1
3	343	1
3	27	1
3	32	1
3	344	1
3	345	1
3	346	1
3	347	1
3	37	1
3	348	1
3	349	1
3	49	1
3	350	1
3	62	1
3	351	1
3	67	1
3	352	1
3	353	1
3	88	1
3	9	1
3	101	1
3	103	1
3	354	1
3	355	1
3	356	1
3	135	1
3	136	1
3	357	1
3	162	1
3	176	1
3	181	1
3	182	1
3	358	1
4	359	1
4	13	1
4	2	1
4	360	1
4	24	1
4	361	1
4	362	1
4	363	1
4	364	1
4	365	1
4	6	1
4	49	1
4	366	1
4	53	1
4	367	1
4	62	1
4	368	1
4	67	1
4	80	1
4	369	1
4	82	1
4	370	1
4	371	1
4	94	1
4	9	1
4	100	1
4	102	1
4	372	1
4	106	1
4	373	1
4	374	1
4	375	1
4	376	1
4	377	1
4	378	1
4	379	1
4	380	1
4	159	1
4	381	1
4	382	1
4	383	1
5	384	1
5	385	1
5	19	1
5	386	1
5	387	1
5	388	1
5	32	1
5	389	1
5	390	1
5	391	1
5	6	1
5	367	1
5	7	1
5	392	1
5	393	1
5	394	1
5	67	1
5	395	1
5	369	1
5	396	1
5	87	1
5	397	1
5	9	1
5	103	1
5	398	1
5	106	1
5	399	1
5	116	1
5	400	1
5	127	1
5	401	1
5	131	1
5	135	1
5	136	1
5	402	1
5	138	1
5	376	1
5	403	1
5	378	1
5	404	1
5	405	1
5	406	1
5	407	1
5	408	1
5	409	1
5	159	1
5	410	1
5	411	1
5	163	1
5	170	1
5	412	1
5	413	1
5	414	1
5	178	1
5	179	1
5	415	1
5	416	1
5	417	1
5	418	1
5	194	1
5	196	1
5	200	1
5	419	1
5	202	1
5	420	1
5	421	1
5	205	1
5	422	1
5	423	1
5	424	1
5	425	1
5	216	1
5	219	1
5	220	1
5	426	1
5	427	1
5	223	1
5	428	1
5	429	1
5	224	1
5	225	1
5	430	1
5	227	1
5	229	1
5	431	1
5	234	1
5	237	1
5	432	1
5	433	1
5	241	1
5	434	1
5	435	1
5	244	1
5	436	1
5	437	1
5	246	1
5	438	1
5	439	1
5	252	1
5	253	1
5	440	1
5	255	1
6	23	1
6	441	1
6	6	1
6	82	1
6	442	1
6	136	1
6	378	1
6	380	1
6	159	1
6	443	1
6	190	1
6	444	1
6	421	1
6	206	1
6	424	1
7	359	1
7	445	1
7	446	1
7	447	1
7	448	1
7	449	1
7	450	1
7	2	1
7	451	1
7	452	1
7	453	1
7	454	1
7	38	1
7	455	1
7	456	1
7	457	1
7	458	1
7	364	1
7	46	1
7	459	1
7	460	1
7	461	1
7	462	1
7	367	1
7	463	1
7	464	1
7	465	1
7	466	1
7	467	1
7	468	1
7	67	1
7	469	1
7	470	1
7	73	1
7	471	1
7	80	1
7	472	1
7	473	1
7	83	1
7	474	1
7	475	1
7	476	1
7	371	1
7	477	1
7	478	1
7	94	1
7	96	1
7	98	1
7	100	1
7	102	1
7	479	1
7	480	1
7	113	1
7	481	1
7	482	1
7	483	1
7	117	1
7	373	1
7	484	1
7	123	1
7	485	1
7	442	1
7	486	1
7	487	1
7	488	1
7	489	1
7	490	1
7	491	1
7	492	1
7	493	1
7	494	1
7	495	1
7	378	1
7	150	1
7	496	1
7	152	1
7	497	1
7	380	1
7	159	1
7	498	1
7	499	1
7	500	1
7	501	1
7	502	1
7	503	1
7	413	1
7	504	1
7	505	1
7	506	1
7	383	1
7	507	1
7	508	1
7	190	1
7	509	1
7	192	1
7	194	1
8	510	1
8	24	1
8	28	1
8	511	1
8	512	1
8	67	1
8	513	1
8	406	1
9	13	1
9	449	1
9	24	1
9	26	1
9	366	1
9	466	1
9	67	1
9	369	1
9	82	1
9	96	1
9	9	1
9	100	1
9	514	1
9	117	1
9	515	1
9	516	1
9	484	1
9	485	1
9	517	1
9	442	1
9	487	1
9	488	1
9	375	1
9	518	1
9	138	1
9	519	1
9	520	1
9	521	1
9	522	1
9	523	1
9	378	1
9	379	1
9	159	1
9	161	1
9	500	1
9	524	1
9	525	1
9	526	1
9	502	1
9	503	1
9	527	1
9	504	1
9	528	1
9	194	1
9	529	1
10	12	1
10	530	1
10	13	1
10	385	1
10	531	1
10	532	1
10	449	1
10	19	1
10	533	1
10	2	1
10	534	1
10	24	1
10	451	1
10	37	1
10	535	1
10	42	1
10	46	1
10	6	1
10	536	1
10	52	1
10	53	1
10	537	1
10	7	1
10	538	1
10	464	1
10	59	1
10	62	1
10	67	1
10	539	1
10	540	1
10	541	1
10	72	1
10	8	1
10	76	1
10	80	1
10	369	1
10	82	1
10	542	1
10	543	1
10	9	1
10	102	1
10	106	1
10	113	1
10	117	1
10	442	1
10	486	1
10	544	1
10	135	1
10	136	1
10	403	1
10	545	1
10	546	1
10	378	1
10	496	1
10	406	1
10	547	1
10	408	1
10	159	1
10	501	1
10	413	1
10	176	1
10	504	1
10	548	1
10	418	1
10	202	1
10	205	1
10	422	1
10	549	1
10	550	1
10	216	1
10	219	1
10	220	1
10	427	1
10	551	1
10	552	1
10	553	1
10	224	1
10	554	1
10	227	1
10	234	1
10	237	1
10	555	1
10	244	1
10	556	1
10	255	1
10	557	1
11	17	1
11	18	1
11	19	1
11	558	1
11	32	1
11	559	1
11	441	1
11	535	1
11	49	1
11	560	1
11	78	1
11	395	1
11	80	1
11	102	1
11	105	1
11	117	1
11	119	1
11	561	1
11	378	1
11	380	1
11	160	1
12	19	1
12	24	1
12	27	1
12	562	1
12	76	1
12	9	1
12	101	1
12	563	1
12	357	1
12	138	1
12	564	1
12	378	1
12	379	1
12	406	1
12	565	1
12	159	1
12	162	1
12	415	1
12	204	1
12	566	1
12	567	1
13	12	1
13	530	1
13	13	1
13	568	1
13	385	1
13	531	1
13	532	1
13	569	1
13	14	1
13	570	1
13	571	1
13	572	1
13	445	1
13	446	1
13	447	1
13	448	1
13	573	1
13	574	1
13	342	1
13	449	1
13	575	1
13	576	1
13	16	1
13	577	1
13	17	1
13	18	1
13	578	1
13	579	1
13	580	1
13	581	1
13	582	1
13	583	1
13	584	1
13	585	1
13	19	1
13	533	1
13	586	1
13	587	1
13	2	1
13	534	1
13	588	1
13	589	1
13	590	1
13	591	1
13	592	1
13	593	1
13	24	1
13	361	1
13	594	1
13	595	1
13	596	1
13	26	1
13	597	1
13	598	1
13	599	1
13	600	1
13	27	1
13	601	1
13	28	1
13	602	1
13	603	1
13	604	1
13	605	1
13	606	1
13	29	1
13	607	1
13	608	1
13	609	1
13	610	1
13	611	1
13	30	1
13	31	1
13	32	1
13	33	1
13	34	1
13	612	1
13	613	1
13	614	1
13	615	1
13	616	1
13	441	1
13	617	1
13	618	1
13	363	1
13	619	1
13	620	1
13	347	1
13	37	1
13	38	1
13	621	1
13	622	1
13	623	1
13	624	1
13	625	1
13	626	1
13	627	1
13	628	1
13	629	1
13	630	1
13	631	1
13	632	1
13	633	1
13	42	1
13	634	1
13	635	1
13	636	1
13	637	1
13	638	1
13	43	1
13	639	1
13	455	1
13	640	1
13	641	1
13	642	1
13	643	1
13	644	1
13	645	1
13	646	1
13	647	1
13	364	1
13	46	1
13	5	1
13	648	1
13	649	1
13	650	1
13	651	1
13	47	1
13	652	1
13	459	1
13	653	1
13	6	1
13	654	1
13	49	1
13	655	1
13	50	1
13	656	1
13	52	1
13	366	1
13	657	1
13	658	1
13	659	1
13	660	1
13	661	1
13	662	1
13	663	1
13	664	1
13	665	1
13	666	1
13	462	1
13	667	1
13	537	1
13	668	1
13	367	1
13	669	1
13	670	1
13	671	1
13	672	1
13	7	1
13	673	1
13	674	1
13	675	1
13	676	1
13	677	1
13	560	1
13	678	1
13	679	1
13	680	1
13	681	1
13	682	1
13	538	1
13	683	1
13	684	1
13	685	1
13	686	1
13	392	1
13	687	1
13	688	1
13	689	1
13	690	1
13	691	1
13	61	1
13	692	1
13	62	1
13	693	1
13	694	1
13	695	1
13	368	1
13	465	1
13	696	1
13	697	1
13	394	1
13	698	1
13	699	1
13	700	1
13	701	1
13	702	1
13	703	1
13	704	1
13	705	1
13	706	1
13	466	1
13	64	1
13	65	1
13	468	1
13	67	1
13	707	1
13	539	1
13	708	1
13	68	1
13	469	1
13	709	1
13	710	1
13	711	1
13	712	1
13	71	1
13	713	1
13	714	1
13	715	1
13	716	1
13	717	1
13	72	1
13	73	1
13	74	1
13	718	1
13	719	1
13	8	1
13	720	1
13	721	1
13	722	1
13	471	1
13	76	1
13	723	1
13	724	1
13	725	1
13	726	1
13	727	1
13	728	1
13	729	1
13	730	1
13	77	1
13	731	1
13	78	1
13	732	1
13	733	1
13	734	1
13	735	1
13	736	1
13	737	1
13	738	1
13	739	1
13	740	1
13	369	1
13	472	1
13	82	1
13	741	1
13	742	1
13	743	1
13	744	1
13	745	1
13	83	1
13	84	1
13	746	1
13	370	1
13	747	1
13	85	1
13	748	1
13	86	1
13	513	1
13	475	1
13	87	1
13	88	1
13	749	1
13	476	1
13	371	1
13	750	1
13	751	1
13	752	1
13	753	1
13	91	1
13	754	1
13	755	1
13	756	1
13	757	1
13	93	1
13	397	1
13	758	1
13	759	1
13	760	1
13	761	1
13	96	1
13	543	1
13	762	1
13	763	1
13	764	1
13	765	1
13	766	1
13	97	1
13	767	1
13	9	1
13	768	1
13	769	1
13	770	1
13	771	1
13	772	1
13	773	1
13	774	1
13	775	1
13	100	1
13	101	1
13	103	1
13	776	1
13	777	1
13	778	1
13	372	1
13	398	1
13	106	1
13	779	1
13	514	1
13	780	1
13	781	1
13	108	1
13	479	1
13	782	1
13	783	1
13	784	1
13	785	1
13	786	1
13	787	1
13	112	1
13	113	1
13	788	1
13	789	1
13	115	1
13	790	1
13	481	1
13	791	1
13	792	1
13	116	1
13	793	1
13	482	1
13	483	1
13	794	1
13	117	1
13	515	1
13	795	1
13	796	1
13	797	1
13	516	1
13	798	1
13	799	1
13	800	1
13	373	1
13	374	1
13	801	1
13	802	1
13	803	1
13	484	1
13	123	1
13	804	1
13	805	1
13	442	1
13	486	1
13	806	1
13	807	1
13	808	1
13	809	1
13	810	1
13	811	1
13	812	1
13	813	1
13	487	1
13	814	1
13	815	1
13	816	1
13	488	1
13	817	1
13	818	1
13	127	1
13	128	1
13	819	1
13	129	1
13	375	1
13	820	1
13	518	1
13	821	1
13	491	1
13	131	1
13	822	1
13	132	1
13	823	1
13	824	1
13	825	1
13	826	1
13	135	1
13	827	1
13	828	1
13	829	1
13	136	1
13	830	1
13	831	1
13	832	1
13	833	1
13	834	1
13	138	1
13	835	1
13	836	1
13	837	1
13	139	1
13	838	1
13	564	1
13	839	1
13	840	1
13	493	1
13	376	1
13	841	1
13	494	1
13	842	1
13	377	1
13	519	1
13	843	1
13	844	1
13	845	1
13	846	1
13	145	1
13	148	1
13	545	1
13	847	1
13	546	1
13	848	1
13	849	1
13	850	1
13	378	1
13	851	1
13	150	1
13	852	1
13	496	1
13	379	1
13	853	1
13	151	1
13	854	1
13	855	1
13	856	1
13	857	1
13	858	1
13	859	1
13	152	1
13	405	1
13	860	1
13	406	1
13	861	1
13	862	1
13	863	1
13	154	1
13	11	1
13	497	1
13	547	1
13	157	1
13	408	1
13	380	1
13	158	1
13	864	1
13	409	1
13	865	1
13	159	1
13	410	1
13	866	1
13	867	1
13	160	1
13	498	1
13	868	1
13	161	1
13	869	1
13	870	1
13	411	1
13	871	1
13	872	1
13	873	1
13	874	1
13	875	1
13	876	1
13	877	1
13	163	1
13	878	1
13	500	1
13	164	1
13	165	1
13	879	1
13	880	1
13	881	1
13	882	1
13	883	1
13	884	1
13	885	1
13	886	1
13	887	1
13	888	1
13	889	1
13	890	1
13	525	1
13	168	1
13	170	1
13	891	1
13	892	1
13	893	1
13	894	1
13	895	1
13	896	1
13	897	1
13	898	1
13	899	1
13	900	1
13	901	1
13	173	1
13	902	1
13	502	1
13	503	1
13	527	1
13	903	1
13	413	1
13	904	1
13	414	1
13	905	1
13	175	1
13	906	1
13	176	1
13	177	1
13	907	1
13	443	1
13	180	1
13	181	1
13	908	1
13	909	1
13	910	1
13	183	1
13	911	1
13	415	1
13	912	1
13	504	1
13	913	1
13	914	1
13	505	1
13	416	1
13	185	1
13	915	1
13	383	1
13	916	1
13	507	1
13	917	1
13	918	1
13	189	1
13	919	1
13	920	1
13	921	1
13	418	1
13	194	1
13	922	1
13	923	1
13	924	1
13	196	1
13	925	1
13	200	1
13	926	1
13	927	1
13	419	1
13	928	1
13	929	1
13	202	1
13	420	1
13	421	1
13	930	1
13	931	1
13	932	1
13	933	1
13	206	1
13	207	1
13	208	1
13	209	1
13	934	1
13	935	1
13	936	1
13	422	1
13	937	1
13	938	1
13	210	1
13	939	1
13	940	1
13	941	1
13	942	1
13	943	1
13	944	1
13	945	1
13	946	1
13	550	1
13	947	1
13	948	1
13	216	1
13	949	1
13	529	1
13	219	1
13	950	1
13	567	1
13	426	1
13	222	1
13	551	1
13	951	1
13	952	1
13	953	1
13	954	1
13	955	1
13	956	1
13	957	1
13	958	1
13	959	1
13	225	1
13	960	1
13	961	1
13	962	1
13	963	1
13	230	1
13	964	1
13	965	1
13	966	1
13	433	1
13	240	1
13	241	1
13	967	1
13	968	1
13	969	1
13	556	1
13	246	1
13	247	1
13	438	1
13	970	1
13	971	1
13	972	1
13	253	1
13	973	1
13	974	1
13	975	1
13	976	1
13	977	1
13	259	1
13	261	1
13	978	1
13	979	1
13	980	1
13	981	1
13	982	1
13	983	1
13	267	1
13	984	1
13	985	1
13	270	1
13	986	1
13	987	1
13	988	1
13	989	1
13	281	1
13	990	1
13	991	1
13	992	1
13	993	1
13	994	1
13	995	1
13	996	1
13	997	1
13	998	1
13	304	1
13	999	1
13	1000	1
13	1001	1
13	1002	1
13	1003	1
13	320	1
13	1004	1
14	12	1
14	530	1
14	359	1
14	1005	1
14	1006	1
14	1007	1
14	384	1
14	13	1
14	1008	1
14	568	1
14	1009	1
14	14	1
14	446	1
14	447	1
14	448	1
14	449	1
14	1010	1
14	575	1
14	1011	1
14	1012	1
14	1013	1
14	16	1
14	17	1
14	579	1
14	580	1
14	1014	1
14	533	1
14	2	1
14	1015	1
14	23	1
14	1016	1
14	1017	1
14	360	1
14	1018	1
14	591	1
14	592	1
14	593	1
14	1019	1
14	24	1
14	361	1
14	1020	1
14	1021	1
14	1022	1
14	1023	1
14	1024	1
14	1025	1
14	1026	1
14	451	1
14	1027	1
14	1028	1
14	1029	1
14	1030	1
14	1031	1
14	362	1
14	33	1
14	1032	1
14	1033	1
14	1034	1
14	1035	1
14	1036	1
14	1037	1
14	441	1
14	617	1
14	1038	1
14	1039	1
14	1040	1
14	1041	1
14	620	1
14	37	1
14	38	1
14	621	1
14	535	1
14	1042	1
14	1043	1
14	41	1
14	634	1
14	1044	1
14	1045	1
14	455	1
14	1046	1
14	1047	1
14	1048	1
14	1049	1
14	1050	1
14	47	1
14	1051	1
14	1052	1
14	1053	1
14	6	1
14	1054	1
14	654	1
14	49	1
14	50	1
14	656	1
14	51	1
14	659	1
14	53	1
14	1055	1
14	367	1
14	1056	1
14	670	1
14	463	1
14	56	1
14	1057	1
14	678	1
14	1058	1
14	1059	1
14	1060	1
14	1061	1
14	1062	1
14	60	1
14	62	1
14	1063	1
14	1064	1
14	1065	1
14	1066	1
14	697	1
14	1067	1
14	1068	1
14	702	1
14	67	1
14	1069	1
14	68	1
14	712	1
14	1070	1
14	1071	1
14	713	1
14	717	1
14	1072	1
14	718	1
14	1073	1
14	1074	1
14	76	1
14	1075	1
14	726	1
14	1076	1
14	730	1
14	79	1
14	1077	1
14	733	1
14	1078	1
14	735	1
14	1079	1
14	1080	1
14	1081	1
14	1082	1
14	369	1
14	82	1
14	745	1
14	513	1
14	1083	1
14	1084	1
14	1085	1
14	90	1
14	1086	1
14	1087	1
14	1088	1
14	760	1
14	96	1
14	767	1
14	9	1
14	768	1
14	770	1
14	101	1
14	372	1
14	1089	1
14	106	1
14	1090	1
14	1091	1
14	10	1
14	783	1
14	1092	1
14	1093	1
14	1094	1
14	1095	1
14	788	1
14	115	1
14	1096	1
14	1097	1
14	793	1
14	1098	1
14	119	1
14	800	1
14	1099	1
14	563	1
14	484	1
14	123	1
14	1100	1
14	1101	1
14	1102	1
14	486	1
14	814	1
14	816	1
14	1103	1
14	1104	1
14	817	1
14	818	1
14	127	1
14	375	1
14	518	1
14	821	1
14	1105	1
14	1106	1
14	136	1
14	832	1
14	137	1
14	834	1
14	357	1
14	139	1
14	564	1
14	839	1
14	493	1
14	376	1
14	841	1
14	142	1
14	377	1
14	519	1
14	1107	1
14	495	1
14	1108	1
14	1109	1
14	545	1
14	1110	1
14	1111	1
14	1112	1
14	378	1
14	851	1
14	1113	1
14	1114	1
14	404	1
14	1115	1
14	1116	1
14	496	1
14	379	1
14	855	1
14	1117	1
14	857	1
14	405	1
14	860	1
14	1118	1
14	406	1
14	153	1
14	1119	1
14	11	1
14	155	1
14	157	1
14	1120	1
14	1121	1
14	1122	1
14	565	1
14	409	1
14	865	1
14	159	1
14	410	1
14	160	1
14	1123	1
14	161	1
14	869	1
14	1124	1
14	871	1
14	872	1
14	162	1
14	875	1
14	165	1
14	382	1
14	888	1
14	1125	1
14	1126	1
14	1127	1
14	171	1
14	893	1
14	898	1
14	901	1
14	173	1
14	1128	1
14	413	1
14	414	1
14	175	1
14	443	1
14	181	1
14	182	1
14	528	1
14	1129	1
14	188	1
14	508	1
14	189	1
14	1130	1
14	194	1
14	924	1
14	1131	1
14	1132	1
14	421	1
14	1133	1
14	933	1
14	566	1
14	209	1
14	934	1
14	1134	1
14	1135	1
14	210	1
14	1136	1
14	947	1
14	214	1
14	567	1
14	220	1
14	427	1
14	1137	1
14	1138	1
14	1139	1
14	1140	1
14	956	1
14	957	1
14	1141	1
14	959	1
14	1142	1
14	1143	1
14	229	1
14	239	1
14	241	1
14	1144	1
14	1145	1
14	436	1
14	1146	1
14	1147	1
14	246	1
14	248	1
14	249	1
14	971	1
14	972	1
14	253	1
14	254	1
14	1148	1
14	259	1
14	1149	1
14	1150	1
14	1151	1
14	1152	1
14	1153	1
14	1154	1
14	1155	1
14	282	1
14	1156	1
14	1157	1
14	287	1
14	1158	1
14	293	1
14	296	1
14	1159	1
14	1160	1
14	304	1
14	1161	1
14	325	1
14	1162	1
14	329	1
15	13	1
15	385	1
15	510	1
15	17	1
15	20	1
15	2	1
15	23	1
15	24	1
15	361	1
15	31	1
15	1163	1
15	559	1
15	35	1
15	1037	1
15	441	1
15	1040	1
15	535	1
15	1164	1
15	45	1
15	6	1
15	1165	1
15	1166	1
15	367	1
15	670	1
15	1167	1
15	1168	1
15	538	1
15	59	1
15	465	1
15	64	1
15	1169	1
15	1170	1
15	1171	1
15	78	1
15	1172	1
15	352	1
15	369	1
15	82	1
15	1173	1
15	1174	1
15	1175	1
15	9	1
15	770	1
15	101	1
15	103	1
15	106	1
15	1176	1
15	115	1
15	117	1
15	356	1
15	127	1
15	136	1
15	141	1
15	1177	1
15	1178	1
15	1179	1
15	522	1
15	378	1
15	379	1
15	406	1
15	1180	1
15	408	1
15	159	1
15	410	1
15	160	1
15	1181	1
15	1182	1
15	527	1
15	548	1
15	185	1
15	189	1
15	418	1
15	202	1
15	205	1
15	566	1
15	1183	1
15	209	1
15	934	1
15	210	1
15	220	1
15	1184	1
15	1141	1
15	1185	1
15	224	1
15	961	1
15	227	1
15	254	1
15	255	1
15	257	1
15	267	1
15	271	1
15	284	1
16	12	1
16	359	1
16	13	1
16	568	1
16	385	1
16	1186	1
16	1187	1
16	1188	1
16	1	1
16	1189	1
16	1190	1
16	445	1
16	1191	1
16	1192	1
16	342	1
16	449	1
16	575	1
16	1193	1
16	1194	1
16	580	1
16	581	1
16	582	1
16	19	1
16	20	1
16	533	1
16	587	1
16	2	1
16	534	1
16	1195	1
16	588	1
16	360	1
16	590	1
16	24	1
16	361	1
16	1196	1
16	386	1
16	1197	1
16	596	1
16	26	1
16	3	1
16	1198	1
16	1199	1
16	27	1
16	388	1
16	1200	1
16	609	1
16	1201	1
16	1202	1
16	1203	1
16	1204	1
16	1205	1
16	390	1
16	1206	1
16	363	1
16	347	1
16	37	1
16	1207	1
16	1208	1
16	621	1
16	535	1
16	42	1
16	1209	1
16	636	1
16	364	1
16	5	1
16	1210	1
16	1211	1
16	459	1
16	1212	1
16	50	1
16	656	1
16	1213	1
16	1214	1
16	670	1
16	1215	1
16	538	1
16	59	1
16	690	1
16	697	1
16	64	1
16	1216	1
16	67	1
16	707	1
16	1217	1
16	540	1
16	541	1
16	1218	1
16	73	1
16	1219	1
16	8	1
16	1220	1
16	76	1
16	1221	1
16	725	1
16	1222	1
16	727	1
16	728	1
16	1223	1
16	737	1
16	1172	1
16	1224	1
16	739	1
16	740	1
16	352	1
16	369	1
16	82	1
16	83	1
16	370	1
16	747	1
16	85	1
16	396	1
16	1225	1
16	87	1
16	542	1
16	1226	1
16	1227	1
16	90	1
16	371	1
16	1228	1
16	478	1
16	753	1
16	1229	1
16	9	1
16	770	1
16	1230	1
16	775	1
16	100	1
16	101	1
16	102	1
16	103	1
16	1231	1
16	777	1
16	107	1
16	781	1
16	108	1
16	10	1
16	479	1
16	480	1
16	782	1
16	113	1
16	1232	1
16	115	1
16	791	1
16	116	1
16	117	1
16	563	1
16	356	1
16	484	1
16	123	1
16	485	1
16	1233	1
16	517	1
16	1234	1
16	804	1
16	486	1
16	544	1
16	811	1
16	487	1
16	124	1
16	488	1
16	819	1
16	375	1
16	1235	1
16	821	1
16	826	1
16	135	1
16	1236	1
16	136	1
16	831	1
16	138	1
16	1237	1
16	139	1
16	839	1
16	493	1
16	841	1
16	842	1
16	403	1
16	846	1
16	847	1
16	1238	1
16	850	1
16	1239	1
16	378	1
16	150	1
16	404	1
16	496	1
16	379	1
16	1240	1
16	406	1
16	861	1
16	863	1
16	154	1
16	11	1
16	497	1
16	408	1
16	380	1
16	1241	1
16	159	1
16	410	1
16	866	1
16	161	1
16	163	1
16	1242	1
16	500	1
16	164	1
16	1243	1
16	1244	1
16	889	1
16	168	1
16	413	1
16	1245	1
16	176	1
16	182	1
16	415	1
16	504	1
16	505	1
16	915	1
16	358	1
16	506	1
16	918	1
16	190	1
16	925	1
16	1246	1
16	202	1
16	204	1
16	933	1
16	205	1
16	566	1
16	423	1
16	1247	1
16	1248	1
16	947	1
16	216	1
16	529	1
16	219	1
16	220	1
16	427	1
16	951	1
16	953	1
16	223	1
16	1249	1
16	1250	1
16	1251	1
16	434	1
16	246	1
16	438	1
16	253	1
16	254	1
16	255	1
16	257	1
16	1252	1
16	1253	1
16	977	1
16	261	1
16	1254	1
16	1255	1
16	1256	1
16	1257	1
16	1258	1
16	1259	1
16	284	1
17	37	1
17	49	1
17	65	1
17	1260	1
17	77	1
17	106	1
17	108	1
17	545	1
17	152	1
17	159	1
17	526	1
17	176	1
17	177	1
17	914	1
17	191	1
17	202	1
17	421	1
17	931	1
17	213	1
17	227	1
17	438	1
17	250	1
17	255	1
17	1149	1
17	1261	1
17	277	1
17	1262	1
18	12	1
18	530	1
18	13	1
18	385	1
18	531	1
18	532	1
18	1263	1
18	1264	1
18	1265	1
18	449	1
18	1266	1
18	18	1
18	580	1
18	19	1
18	586	1
18	2	1
18	589	1
18	1267	1
18	361	1
18	595	1
18	1268	1
18	1269	1
18	1021	1
18	1022	1
18	1024	1
18	1270	1
18	27	1
18	601	1
18	388	1
18	30	1
18	31	1
18	32	1
18	1271	1
18	34	1
18	389	1
18	1272	1
18	1206	1
18	1273	1
18	363	1
18	535	1
18	43	1
18	1274	1
18	46	1
18	650	1
18	1275	1
18	1276	1
18	1277	1
18	1053	1
18	6	1
18	1278	1
18	52	1
18	54	1
18	1279	1
18	560	1
18	682	1
18	59	1
